-0.4120463946 -1.6666385536
 0.2022170183  1.2266906692
-1.4768351772  0.1452135997
 0.5363003166  1.0483627981
-0.4558313099  1.2320813595
 0.9523818396  0.5183234825
 0.7670734480 -0.4748583239
-0.2413810417  1.2662975207
-0.9465609448  1.0391693516
-1.4496469139 -0.5500960654
-1.4126563026  0.4302458594
 0.8903883860 -0.3595531452
-0.2172663891 -0.5944063386
-1.2049537984 -1.0871648198
-0.4827281055 -0.0098777646
 0.9010040142 -0.3687853864
-0.9054047700 -1.3723460685
 0.2920260290  1.2051010355
-0.4720901407  0.0465155712
-0.3360641897  1.2593531849
-1.2748717184 -0.9804180067
 0.3878412915 -0.7362825064
 0.9392989205  0.3324700435
-0.7292013204  1.1113290808
 1.0404686590  0.0890047711
-1.0473169015 -1.3203735568
 0.9196961038  0.5283637691
-0.5852434741 -1.6109041283
 0.0366033750 -0.8182986181
-1.2857008925 -0.9909253149
-0.8241402366  1.0502283702
-1.0374982556 -1.2199891264
-0.4320618104  0.0934324689
-0.9980491511 -1.2957701716
 0.4265614980  1.0752232207
-1.2594540041  0.6082395457
-0.4800073300 -0.3872915312
-0.3145438501  1.2392183832
-1.5208017710 -0.1747156085
-0.6132794914  1.2292798782
-0.6032723059  1.1455719370
-0.0748417979 -0.7500426014
-0.4089615764 -0.5371914297
-0.0210337848 -0.7572168053
-1.5572980665 -0.2073625328
-0.5144902218 -0.2293020091
 0.7242903590 -1.6697054652
-0.2427542313  1.2409779799
 0.4419203058 -0.6646095683
 1.2557803770 -1.4135187267
 0.6250890567 -1.6574360993
-0.4509783142 -0.4012512296
 0.4851863233 -0.6892187879
 0.5965857117  0.9984051208
-1.5144939170 -0.1133407377
 0.2019532125 -0.7910353149
-0.2091554217 -0.7218556063
 0.9854274590 -0.1590086341
 0.9579706166  0.3337092341
 0.3814080687 -0.7132650441
-0.3061710736  1.2709292032
-1.0096073225  0.9438337389
-0.5966394021  1.2049858369
-0.0056789009 -0.6733569349
-0.3818918139 -1.6490069920
-1.4774706421 -0.3242871753
 0.9238746005 -0.1524118863
-0.7461756308 -1.4671715431
-1.3953974474  0.4318749103
 0.6364623229 -0.6110695574
 0.4235273728 -1.7243276447
-1.4948979252 -0.0748463923
 0.0289595348  1.2231944599
-1.1560059305 -1.1681482297
-1.0145778401  0.9344944478
 0.5355848027  1.0759315795
-0.5070262590 -0.1448905817
 1.9741674182 -0.1689676826
-1.5343242623 -0.3348661822
-1.4876546775 -0.3575681317
 0.0835655448 -0.7843118465
-1.5038907093 -0.1813801921
 0.6717242247 -1.6383867507
 0.9892546152  0.2171720229
-1.4701767270 -0.5002111573
-0.5067252411 -0.2003080635
-0.1892445552  0.2618339991
-0.5523416675 -0.0549129797
 1.0518469639  0.2436673848
-0.0653437851  0.2455363872
-1.0178906384 -1.3068790034
-0.2894344926 -0.6623935462
-1.3084304734  0.6163431463
-0.1631538428 -1.7318936685
 0.6793282517 -0.5733262478
-1.4252265385 -0.6675157259
 0.2644253350  1.1533306620
-1.1503460037 -1.2041371529
 0.9667284161 -1.6109224953
-1.4649937505 -0.5436864809
 0.7203818488  0.8686553772
 0.5568054579 -1.6897000192
-1.0897353955  0.8661830342
 0.3324924880  1.1839937688
 0.8577757144  0.6341316820
 0.9535330420  0.3603446980
 0.2419469768 -0.7413855480
 0.0230794360  1.2519361039
-0.3928297484 -0.4893323385
 0.5845989431 -0.6219182829
 0.6327312457  1.0270693114
-0.2673456995 -0.6483411190
 0.9377226448  0.5646436181
-0.3576542018  1.2529716427
 0.8677389687 -0.4201951015
 0.9307521154  0.4295571227
 0.9140991829  0.5719371818
-1.4893711238 -0.3408887814
-0.5597747427  1.2137906874
 0.7458033991  0.9138894469
-1.1800368787  0.8376172656
-0.9868891423 -1.2824685822
 0.9786997547  0.0056270120
-0.4244939821  1.2022272849
 0.8849157706 -1.5654242518
 0.5614705263  1.0000039651
 0.5618665408 -0.6303853535
-0.4209873372 -0.4653964513
-1.4602704586 -0.7166470548
-0.4462769835 -1.6465955510
-0.1852530014 -1.7121488177
 0.9612832802 -0.1142992504
 1.8803984740 -0.6690312708
-1.1443631142  0.7982997409
 0.0265731291  1.2270753548
-1.4928918933 -0.0193252360
 1.0666133715 -1.5786062512
-1.2555381606  0.6829191479
-0.3198749347 -0.5153247810
-1.2226601762 -1.0111906643
-1.5069310233 -0.5664259902
-1.1470886032 -1.2204070722
-1.4583493109  0.1371379829
 0.2246013158  1.2297693732
 0.7072535373 -0.5665142707
 0.0407304508 -0.7424766398
-0.6460328296  1.1688861254
-1.4248653548  0.4206309977
 0.6735708633 -0.5701002559
-1.4802412748 -0.4962535927
-0.2766528445  0.2893000414
 0.9654977074  0.3942652262
-1.2929750183 -0.9826592633
 0.8705380241  0.6831483101
 0.3868718850 -1.7545723581
 0.4892096399  1.0923645337
 0.6518946043  0.9570149705
-0.0111472908  1.2913671095
 0.3717724618 -0.7564738371
-0.3663764172  1.2935217704
 0.9757119278  0.3135772488
 0.6366464409 -0.6450896867
-1.5206718436 -0.1624375195
 0.6962293391 -0.5906337633
-0.0208558425 -1.7100259911
-1.5091751724 -0.3338745678
-1.1172830083 -1.1443198938
-1.4027372308 -0.7088134812
 1.0676857368 -1.5151596299
-0.5099453198 -0.1293249286
-0.9682930788 -1.3190191667
-0.4397607494  0.1140039344
-1.4488585459  0.1909525519
-0.1388866575  0.2770783867
 0.1169051355  1.2643246397
 0.1016359828 -0.7316225052
-1.4962210519 -0.4473829899
-0.0921852666 -1.7339322133
-1.0942805694 -1.1847663319
-1.2543810391  0.6165547949
-0.5793688332  1.1442476583
-0.5311937694 -0.2707445976
-0.8056820027  1.0617158786
-0.4278325250  0.1255355026
-1.5184851530  0.0389789114
 0.7424415995 -0.4823029850
-1.5044998304  0.0781679893
-1.4454196878 -0.6690334553
-1.1702194234  0.7689727536
 0.9392518425  0.6009437614
 1.0019120716 -1.5209367152
-0.3370804159 -0.5608004002
 0.8317849536 -0.4090789560
 0.8170662624  0.7661013922
-0.3929338693 -0.4817832011
-0.7106557341  1.1396363761
 0.7289994971 -0.4878539726
 0.9857038726  0.1835227733
 0.9990402782 -0.0684694961
 1.3076898103 -1.3486512069
 0.8000401410 -1.6389675530
 1.1875837757 -1.4520294757
-1.2820127781 -0.9902457204
 0.7533288957 -1.6517475812
-0.6616245312 -1.5717045132
 0.6750303838  0.9110565945
 1.5255522358 -1.1685688113
-1.2135922458 -1.0364617843
 0.4035951794  1.1283496634
-0.3902815284  0.1082332426
 0.9701107152 -0.1515087677
-1.4776307717 -0.4499048129
 0.1998185247  1.1725876356
-1.2273367000  0.7637139601
 0.3640640078 -0.7397950204
 1.0730407689 -1.4875656845
-1.0359791357  0.9147281124
 0.0041785758 -0.7719499146
-0.3061151564 -0.5561201870
-1.5130742045 -0.1646594957
-0.4289572464 -0.4708516744
-0.9441344861  0.9893654810
-0.6054442041  1.1662723923
-0.4610953171 -0.4634821026
 0.4818381530 -0.6921740022
-0.4772637936 -0.2171647279
 0.8497372996  0.7391114611
-0.5364326744 -0.1590682398
-1.1670170544 -1.1741627921
-0.3808287593 -0.5041083617
 1.0073413725 -0.0540363262
 0.9696309371 -0.2337588447
 0.9562323360 -0.0446671423
-0.4737266183 -0.3387024295
 0.7277465983  0.9662441695
 0.6764231747 -0.5398085755
 0.9058454252  0.6135808013
 0.9971275349  0.3509399084
-0.5068173005  1.1901028928
-1.3304027209 -0.9442709631
-0.2344972241 -0.6045276551
-0.5220063266  0.0043806576
-0.4019093349 -0.5747032530
 0.9359367275  0.5557645225
 0.8648566352 -0.3321691286
 0.9841360533  0.1741858225
-1.4847974682 -0.3654804751
-0.3147595211 -1.6608508595
 1.0139000981 -0.0267319001
 0.8814900319 -1.6158214415
 0.5325809020  1.0509887284
 0.8176126079  0.8372784726
 0.1744911305 -1.7627482120
-0.1474375316  0.2869497675
-0.1620162833  0.2899562225
 1.2308313036 -1.4298122844
-1.3386334098 -0.8252103076
-0.5003043284 -0.0260931958
-1.4363709093 -0.6837059595
-1.4791168722 -0.0991505078
-1.4844669047  0.2406371004
-0.3591571380  1.2725554962
-0.1188207802  1.2842252891
-0.3785702209  0.1829874717
-0.3802503639 -0.5495067596
 0.7151712901  0.9539190223
-0.4734336983  0.1233347684
-1.1315006018  0.7874692816
 0.3158093435 -0.7394301335
-1.3032594565  0.5993479086
 0.8701379590  0.7032262555
-0.7038047620  1.1824234748
 0.6847127539  0.9310374766
 0.0525785390  1.2389990023
-0.0407873837 -0.7045428783
-0.7577013418 -1.4618143359
-0.0075542981  1.2541012627
-0.3168161316 -0.5542100376
-1.3394817788 -0.8326649496
 1.0411435599  0.2057335208
-1.2954953516  0.5912128175
 0.3441867214 -0.7493445971
 1.0169431770 -0.0827663952
-1.1801937559  0.6893897811
-0.4882319150  0.0189888116
-0.2910611773 -0.5922442715
 0.1430880828  1.2277002449
-0.3543983563 -0.5848361188
-1.0335401820  0.9177063700
 0.8359816958  0.7930084144
 1.0319874922 -0.0048876178
 0.5895813557 -1.6953698305
 0.0007227991 -0.7236323240
 0.8278089150 -0.4318387359
 0.3644979388  1.1157294226
-1.0313152335  0.8673477549
 1.0484192169 -0.0068455309
-1.1898718564  0.7481074805
-0.4480194602  0.0408078814
 0.9773163026 -0.1696369376
